dataset;classifier;algorithm;feature-count;auc-score;auc-std;accu-score;accu-std
ibd;random-forest;mrmr;30;0.944;0.066;0.848;0.091
ibd;random-forest;mrmr;40;0.946;0.064;0.848;0.085
ibd;random-forest;mrmr;50;0.949;0.055;0.852;0.084
ibd;random-forest;mrmr;60;0.949;0.051;0.837;0.093
ibd;random-forest;mrmr;70;0.949;0.057;0.854;0.088
ibd;random-forest;mrmr;80;0.951;0.056;0.858;0.087
ibd;random-forest;mrmr;90;0.953;0.054;0.852;0.084
ibd;random-forest;mrmr;100;0.953;0.052;0.86;0.081
ibd;random-forest;mrmr;110;0.953;0.056;0.86;0.08
ibd;random-forest;mrmr;120;0.954;0.049;0.854;0.083
ibd;random-forest;mrmr;130;0.952;0.057;0.852;0.072
ibd;random-forest;mrmr;140;0.955;0.056;0.854;0.078
ibd;random-forest;mrmr;150;0.954;0.06;0.858;0.084
ibd;random-forest;mrmr;160;0.951;0.057;0.854;0.084
ibd;random-forest;mrmr;170;0.952;0.052;0.858;0.089
ibd;random-forest;mrmr;180;0.949;0.052;0.862;0.077
ibd;random-forest;mrmr;190;0.952;0.051;0.868;0.077
ibd;random-forest;mrmr;200;0.947;0.06;0.854;0.089
ibd;random-forest;mutual-info;10;0.913;0.074;0.817;0.09
ibd;random-forest;mutual-info;20;0.926;0.077;0.835;0.093
ibd;random-forest;mutual-info;30;0.934;0.059;0.841;0.092
ibd;random-forest;mutual-info;40;0.938;0.056;0.829;0.091
ibd;random-forest;mutual-info;50;0.948;0.065;0.852;0.089
ibd;random-forest;mutual-info;60;0.941;0.07;0.845;0.083
ibd;random-forest;mutual-info;70;0.943;0.064;0.852;0.09
ibd;random-forest;mutual-info;80;0.938;0.076;0.848;0.096
ibd;random-forest;mutual-info;90;0.943;0.064;0.841;0.092
ibd;random-forest;mutual-info;100;0.944;0.063;0.85;0.083
ibd;random-forest;mutual-info;110;0.945;0.067;0.868;0.084
ibd;random-forest;mutual-info;120;0.946;0.065;0.862;0.079
ibd;random-forest;mutual-info;130;0.947;0.064;0.86;0.087
ibd;random-forest;mutual-info;140;0.946;0.068;0.866;0.091
ibd;random-forest;mutual-info;150;0.939;0.071;0.858;0.083
ibd;random-forest;mutual-info;160;0.951;0.059;0.854;0.08
ibd;random-forest;mutual-info;170;0.95;0.064;0.86;0.081
ibd;random-forest;mutual-info;180;0.946;0.069;0.856;0.085
ibd;random-forest;mutual-info;190;0.949;0.059;0.862;0.069
ibd;random-forest;mutual-info;200;0.942;0.067;0.85;0.081
ibd;random-forest;chi2;10;0.864;0.076;0.795;0.101
ibd;random-forest;chi2;20;0.943;0.051;0.847;0.084
ibd;random-forest;chi2;30;0.948;0.052;0.854;0.089
ibd;random-forest;chi2;40;0.942;0.057;0.853;0.095
ibd;random-forest;chi2;50;0.943;0.055;0.856;0.073
ibd;random-forest;chi2;60;0.95;0.067;0.856;0.1
ibd;random-forest;chi2;70;0.951;0.066;0.856;0.098
ibd;random-forest;chi2;80;0.958;0.057;0.86;0.1
ibd;random-forest;chi2;90;0.958;0.05;0.866;0.075
ibd;random-forest;chi2;100;0.96;0.048;0.858;0.079
ibd;random-forest;chi2;110;0.959;0.051;0.864;0.08
ibd;random-forest;chi2;120;0.957;0.058;0.864;0.086
ibd;random-forest;chi2;130;0.956;0.058;0.87;0.085
ibd;random-forest;chi2;140;0.962;0.05;0.868;0.069
ibd;random-forest;chi2;150;0.96;0.053;0.86;0.091
ibd;random-forest;chi2;160;0.96;0.049;0.874;0.078
ibd;random-forest;chi2;170;0.958;0.056;0.88;0.081
ibd;random-forest;chi2;180;0.959;0.049;0.874;0.072
ibd;random-forest;chi2;190;0.957;0.056;0.874;0.079
ibd;random-forest;chi2;200;0.956;0.06;0.864;0.079
ibd;random-forest;multisurf;10;0.878;0.092;0.78;0.107
ibd;random-forest;multisurf;20;0.889;0.099;0.793;0.117
ibd;random-forest;multisurf;30;0.932;0.08;0.835;0.11
ibd;random-forest;multisurf;40;0.943;0.073;0.841;0.105
ibd;random-forest;multisurf;50;0.942;0.073;0.831;0.098
ibd;random-forest;multisurf;60;0.939;0.076;0.841;0.107
ibd;random-forest;multisurf;70;0.938;0.07;0.825;0.084
ibd;random-forest;multisurf;80;0.935;0.079;0.831;0.099
ibd;random-forest;multisurf;90;0.945;0.068;0.841;0.1
ibd;random-forest;multisurf;100;0.946;0.065;0.839;0.083
ibd;random-forest;multisurf;110;0.942;0.074;0.839;0.099
ibd;random-forest;multisurf;120;0.938;0.082;0.841;0.103
ibd;random-forest;multisurf;130;0.948;0.065;0.848;0.097
ibd;random-forest;multisurf;140;0.946;0.062;0.841;0.088
ibd;random-forest;multisurf;150;0.944;0.065;0.837;0.087
ibd;random-forest;multisurf;160;0.942;0.068;0.844;0.082
ibd;random-forest;multisurf;170;0.949;0.064;0.85;0.09
ibd;random-forest;multisurf;180;0.946;0.068;0.837;0.084
ibd;random-forest;multisurf;190;0.94;0.067;0.846;0.082
ibd;random-forest;multisurf;200;0.944;0.069;0.841;0.089
ibd;random-forest;boruta;65;0.95;0.064;0.868;0.084
crc;random-forest;random-forest;10;0.901;0.108;0.801;0.114
crc;random-forest;random-forest;20;0.911;0.067;0.834;0.099
crc;random-forest;random-forest;30;0.913;0.085;0.835;0.075
crc;random-forest;random-forest;40;0.925;0.075;0.851;0.062
crc;random-forest;random-forest;50;0.909;0.085;0.843;0.079
crc;random-forest;random-forest;60;0.894;0.102;0.826;0.095
crc;random-forest;random-forest;70;0.894;0.13;0.801;0.093
crc;random-forest;random-forest;80;0.912;0.091;0.81;0.106
crc;random-forest;random-forest;90;0.896;0.112;0.793;0.12
crc;random-forest;random-forest;100;0.889;0.126;0.818;0.09
crc;random-forest;random-forest;110;0.9;0.105;0.826;0.087
crc;random-forest;random-forest;120;0.9;0.097;0.801;0.086
crc;random-forest;random-forest;130;0.895;0.113;0.801;0.086
crc;random-forest;random-forest;140;0.886;0.116;0.81;0.076
crc;random-forest;random-forest;150;0.889;0.121;0.801;0.107
crc;random-forest;random-forest;160;0.883;0.114;0.793;0.101
crc;random-forest;random-forest;170;0.877;0.129;0.785;0.107
crc;random-forest;random-forest;180;0.892;0.115;0.785;0.101
crc;random-forest;random-forest;190;0.889;0.103;0.785;0.107
crc;random-forest;random-forest;200;0.884;0.128;0.785;0.131
crc;random-forest;mrmr;10;0.835;0.095;0.761;0.106
crc;random-forest;mrmr;20;0.874;0.138;0.835;0.075
crc;random-forest;mrmr;30;0.899;0.118;0.867;0.113
crc;random-forest;mrmr;40;0.906;0.116;0.867;0.113
crc;random-forest;mrmr;50;0.895;0.121;0.867;0.085
crc;random-forest;mrmr;60;0.897;0.122;0.876;0.107
crc;random-forest;mrmr;70;0.906;0.118;0.867;0.1
crc;random-forest;mrmr;80;0.886;0.115;0.859;0.099
crc;random-forest;mrmr;90;0.889;0.116;0.851;0.098
crc;random-forest;mrmr;100;0.906;0.108;0.834;0.084
crc;random-forest;mrmr;110;0.912;0.111;0.834;0.084
crc;random-forest;mrmr;120;0.915;0.097;0.851;0.072
crc;random-forest;mrmr;130;0.924;0.093;0.851;0.072
crc;random-forest;mrmr;140;0.926;0.094;0.843;0.079
crc;random-forest;mrmr;150;0.929;0.097;0.851;0.062
crc;random-forest;mrmr;160;0.928;0.079;0.851;0.081
crc;random-forest;mrmr;170;0.918;0.105;0.835;0.065
crc;random-forest;mrmr;180;0.918;0.106;0.843;0.079
crc;random-forest;mrmr;190;0.918;0.105;0.826;0.095
crc;random-forest;mrmr;200;0.912;0.11;0.851;0.062
crc;random-forest;mutual-info;10;0.862;0.083;0.785;0.086
crc;random-forest;mutual-info;20;0.864;0.119;0.802;0.13
crc;random-forest;mutual-info;30;0.896;0.101;0.86;0.106
crc;random-forest;mutual-info;40;0.886;0.138;0.81;0.118
crc;random-forest;mutual-info;50;0.887;0.129;0.81;0.106
crc;random-forest;mutual-info;60;0.911;0.116;0.818;0.111
crc;random-forest;mutual-info;70;0.904;0.116;0.826;0.115
crc;random-forest;mutual-info;80;0.868;0.155;0.81;0.14
crc;random-forest;mutual-info;90;0.889;0.141;0.785;0.119
crc;random-forest;mutual-info;100;0.898;0.146;0.843;0.079
crc;random-forest;mutual-info;110;0.901;0.156;0.835;0.091
crc;random-forest;mutual-info;120;0.898;0.103;0.818;0.104
crc;random-forest;mutual-info;130;0.894;0.137;0.81;0.124
crc;random-forest;mutual-info;140;0.888;0.135;0.818;0.104
crc;random-forest;mutual-info;150;0.895;0.146;0.826;0.087
crc;random-forest;mutual-info;160;0.886;0.153;0.826;0.095
crc;random-forest;mutual-info;170;0.883;0.143;0.826;0.095
crc;random-forest;mutual-info;180;0.886;0.132;0.81;0.112
crc;random-forest;mutual-info;190;0.898;0.154;0.835;0.091
crc;random-forest;mutual-info;200;0.899;0.13;0.818;0.09
crc;random-forest;chi2;10;0.854;0.112;0.81;0.111
crc;random-forest;chi2;20;0.881;0.087;0.81;0.112
crc;random-forest;chi2;30;0.888;0.108;0.835;0.124
crc;random-forest;chi2;40;0.908;0.092;0.826;0.121
crc;random-forest;chi2;50;0.897;0.093;0.793;0.125
crc;random-forest;chi2;60;0.898;0.103;0.81;0.099
crc;random-forest;chi2;70;0.894;0.094;0.818;0.073
crc;random-forest;chi2;80;0.903;0.094;0.81;0.099
crc;random-forest;chi2;90;0.908;0.087;0.826;0.095
crc;random-forest;chi2;100;0.9;0.096;0.826;0.087
crc;random-forest;chi2;110;0.896;0.11;0.818;0.097
crc;random-forest;chi2;120;0.903;0.101;0.835;0.065
crc;random-forest;chi2;130;0.908;0.078;0.818;0.104
crc;random-forest;chi2;140;0.883;0.117;0.81;0.106
crc;random-forest;chi2;150;0.892;0.101;0.835;0.075
crc;random-forest;chi2;160;0.882;0.11;0.81;0.106
crc;random-forest;chi2;170;0.888;0.11;0.818;0.09
crc;random-forest;chi2;180;0.895;0.121;0.81;0.106
crc;random-forest;chi2;190;0.893;0.111;0.818;0.117
crc;random-forest;chi2;200;0.886;0.117;0.818;0.097
crc;random-forest;multisurf;10;0.746;0.202;0.686;0.148
crc;random-forest;multisurf;20;0.767;0.116;0.702;0.108
crc;random-forest;multisurf;30;0.87;0.092;0.81;0.106
crc;random-forest;multisurf;40;0.879;0.09;0.826;0.095
crc;random-forest;multisurf;50;0.875;0.093;0.826;0.095
crc;random-forest;multisurf;60;0.868;0.106;0.818;0.104
crc;random-forest;multisurf;70;0.916;0.085;0.835;0.091
crc;random-forest;multisurf;80;0.905;0.082;0.835;0.065
crc;random-forest;multisurf;90;0.902;0.097;0.826;0.088
crc;random-forest;multisurf;100;0.895;0.121;0.835;0.091
crc;random-forest;multisurf;110;0.915;0.086;0.818;0.104
crc;random-forest;multisurf;120;0.898;0.096;0.794;0.106
crc;random-forest;multisurf;130;0.909;0.103;0.835;0.09
crc;random-forest;multisurf;140;0.907;0.107;0.835;0.091
crc;random-forest;multisurf;150;0.879;0.128;0.81;0.105
crc;random-forest;multisurf;160;0.892;0.105;0.819;0.116
crc;random-forest;multisurf;170;0.901;0.105;0.819;0.103
crc;random-forest;multisurf;180;0.888;0.123;0.81;0.105
crc;random-forest;multisurf;190;0.892;0.107;0.819;0.103
crc;random-forest;multisurf;200;0.898;0.106;0.81;0.105
crc;random-forest;boruta;14;0.923;0.076;0.842;0.088
wt2d;random-forest;random-forest;10;0.835;0.127;0.76;0.094
wt2d;random-forest;random-forest;20;0.848;0.127;0.772;0.096
wt2d;random-forest;random-forest;30;0.845;0.118;0.76;0.104
wt2d;random-forest;random-forest;40;0.839;0.13;0.751;0.111
wt2d;random-forest;random-forest;50;0.836;0.115;0.748;0.108
wt2d;random-forest;random-forest;60;0.822;0.104;0.74;0.104
wt2d;random-forest;random-forest;70;0.81;0.129;0.75;0.102
wt2d;random-forest;random-forest;80;0.819;0.131;0.74;0.135
wt2d;random-forest;random-forest;90;0.781;0.102;0.688;0.109
wt2d;random-forest;random-forest;100;0.767;0.155;0.727;0.127
wt2d;random-forest;random-forest;110;0.774;0.123;0.749;0.095
wt2d;random-forest;random-forest;120;0.806;0.111;0.728;0.117
wt2d;random-forest;random-forest;130;0.778;0.138;0.729;0.136
wt2d;random-forest;random-forest;140;0.722;0.15;0.698;0.105
wt2d;random-forest;random-forest;150;0.745;0.136;0.688;0.119
wt2d;random-forest;random-forest;160;0.742;0.14;0.728;0.098
wt2d;random-forest;random-forest;170;0.741;0.114;0.688;0.101
wt2d;random-forest;random-forest;180;0.748;0.118;0.719;0.09
wt2d;random-forest;random-forest;190;0.724;0.154;0.708;0.109
wt2d;random-forest;random-forest;200;0.707;0.13;0.668;0.104
wt2d;random-forest;mrmr;10;0.796;0.097;0.751;0.101
wt2d;random-forest;mrmr;20;0.795;0.073;0.719;0.078
wt2d;random-forest;mrmr;30;0.782;0.069;0.709;0.097
wt2d;random-forest;mrmr;40;0.818;0.092;0.752;0.117
wt2d;random-forest;mrmr;50;0.835;0.081;0.751;0.106
wt2d;random-forest;mrmr;60;0.835;0.082;0.772;0.106
wt2d;random-forest;mrmr;70;0.824;0.073;0.75;0.107
wt2d;random-forest;mrmr;80;0.816;0.096;0.74;0.125
wt2d;random-forest;mrmr;90;0.82;0.105;0.73;0.12
wt2d;random-forest;mrmr;100;0.829;0.096;0.719;0.13
wt2d;random-forest;mrmr;110;0.809;0.105;0.72;0.077
wt2d;random-forest;mrmr;120;0.827;0.094;0.739;0.126
wt2d;random-forest;mrmr;130;0.811;0.114;0.739;0.109
wt2d;random-forest;mrmr;140;0.799;0.128;0.739;0.118
wt2d;random-forest;mrmr;150;0.836;0.116;0.728;0.108
wt2d;random-forest;mrmr;160;0.818;0.097;0.76;0.113
wt2d;random-forest;mrmr;170;0.781;0.092;0.708;0.102
wt2d;random-forest;mrmr;180;0.784;0.098;0.718;0.136
wt2d;random-forest;mrmr;190;0.827;0.099;0.719;0.114
wt2d;random-forest;mrmr;200;0.819;0.099;0.729;0.116
wt2d;random-forest;mutual-info;10;0.635;0.113;0.612;0.119
wt2d;random-forest;mutual-info;20;0.836;0.145;0.742;0.127
wt2d;random-forest;mutual-info;30;0.8;0.162;0.728;0.098
wt2d;random-forest;mutual-info;40;0.843;0.136;0.753;0.155
wt2d;random-forest;mutual-info;50;0.844;0.093;0.763;0.109
wt2d;random-forest;mutual-info;60;0.845;0.111;0.74;0.144
wt2d;random-forest;mutual-info;70;0.851;0.116;0.762;0.089
wt2d;random-forest;mutual-info;80;0.85;0.118;0.761;0.136
wt2d;random-forest;mutual-info;90;0.764;0.159;0.71;0.142
wt2d;random-forest;mutual-info;100;0.844;0.126;0.751;0.091
wt2d;random-forest;mutual-info;110;0.849;0.112;0.806;0.119
wt2d;random-forest;mutual-info;120;0.84;0.133;0.793;0.112
wt2d;random-forest;mutual-info;130;0.825;0.116;0.742;0.11
wt2d;random-forest;mutual-info;140;0.804;0.126;0.762;0.1
wt2d;random-forest;mutual-info;150;0.844;0.144;0.783;0.102
wt2d;random-forest;mutual-info;160;0.835;0.1;0.739;0.094
wt2d;random-forest;mutual-info;170;0.828;0.153;0.741;0.101
wt2d;random-forest;mutual-info;180;0.827;0.099;0.771;0.099
wt2d;random-forest;mutual-info;190;0.832;0.103;0.75;0.094
wt2d;random-forest;mutual-info;200;0.835;0.108;0.752;0.119
wt2d;random-forest;chi2;10;0.695;0.147;0.613;0.132
wt2d;random-forest;chi2;20;0.683;0.157;0.663;0.139
wt2d;random-forest;chi2;30;0.754;0.174;0.674;0.157
wt2d;random-forest;chi2;40;0.808;0.107;0.728;0.131
wt2d;random-forest;chi2;50;0.809;0.088;0.738;0.132
wt2d;random-forest;chi2;60;0.799;0.098;0.737;0.116
wt2d;random-forest;chi2;70;0.824;0.078;0.738;0.1
wt2d;random-forest;chi2;80;0.784;0.113;0.707;0.126
wt2d;random-forest;chi2;90;0.82;0.109;0.717;0.117
wt2d;random-forest;chi2;100;0.788;0.111;0.696;0.132
wt2d;random-forest;chi2;110;0.755;0.107;0.696;0.146
wt2d;random-forest;chi2;120;0.781;0.106;0.673;0.166
wt2d;random-forest;chi2;130;0.746;0.105;0.716;0.121
wt2d;random-forest;chi2;140;0.765;0.142;0.716;0.144
wt2d;random-forest;chi2;150;0.758;0.15;0.704;0.132
wt2d;random-forest;chi2;160;0.769;0.134;0.707;0.094
wt2d;random-forest;chi2;170;0.724;0.116;0.686;0.125
wt2d;random-forest;chi2;180;0.781;0.091;0.74;0.111
wt2d;random-forest;chi2;190;0.788;0.088;0.727;0.119
wt2d;random-forest;chi2;200;0.774;0.129;0.749;0.105
wt2d;random-forest;multisurf;10;0.711;0.158;0.679;0.134
wt2d;random-forest;multisurf;20;0.653;0.133;0.656;0.124
wt2d;random-forest;multisurf;30;0.787;0.136;0.726;0.131
wt2d;random-forest;multisurf;40;0.774;0.113;0.738;0.089
wt2d;random-forest;multisurf;50;0.793;0.095;0.728;0.108
wt2d;random-forest;multisurf;60;0.778;0.129;0.686;0.119
wt2d;random-forest;multisurf;70;0.779;0.105;0.727;0.101
wt2d;random-forest;multisurf;80;0.766;0.125;0.697;0.1
wt2d;random-forest;multisurf;90;0.764;0.119;0.728;0.098
wt2d;random-forest;multisurf;100;0.797;0.08;0.728;0.115
wt2d;random-forest;multisurf;110;0.77;0.115;0.72;0.077
wt2d;random-forest;multisurf;120;0.77;0.109;0.739;0.07
wt2d;random-forest;multisurf;130;0.749;0.135;0.687;0.121
wt2d;random-forest;multisurf;140;0.775;0.11;0.761;0.09
wt2d;random-forest;multisurf;150;0.778;0.119;0.711;0.111
wt2d;random-forest;multisurf;160;0.78;0.104;0.718;0.103
wt2d;random-forest;multisurf;170;0.779;0.097;0.739;0.094
wt2d;random-forest;multisurf;180;0.782;0.086;0.719;0.09
wt2d;random-forest;multisurf;190;0.761;0.082;0.75;0.08
wt2d;random-forest;multisurf;200;0.776;0.104;0.706;0.116
wt2d;random-forest;boruta;5;0.808;0.102;0.772;0.085
